path,subject,y_1s,y_2s,y_3s
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f992-1055,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1008-1071,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1024-1087,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1040-1103,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1056-1119,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1072-1135,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1088-1151,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1104-1167,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM3.mp4#f1120-1183,3,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f0-63,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f16-79,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f32-95,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f48-111,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f64-127,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f80-143,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f96-159,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f112-175,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f128-191,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f144-207,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f160-223,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f176-239,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f192-255,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f208-271,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f224-287,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f240-303,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f256-319,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f272-335,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f288-351,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f304-367,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f320-383,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f336-399,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f352-415,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f368-431,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f384-447,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f400-463,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f416-479,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f432-495,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f448-511,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f464-527,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f480-543,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f496-559,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f512-575,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f528-591,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f544-607,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f560-623,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f576-639,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f592-655,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f608-671,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f624-687,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f640-703,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f656-719,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f672-735,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f688-751,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f704-767,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f720-783,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f736-799,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f752-815,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f768-831,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f784-847,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f800-863,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f816-879,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f832-895,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f848-911,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f864-927,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f880-943,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f896-959,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f912-975,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f928-991,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f944-1007,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f960-1023,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f976-1039,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f992-1055,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1008-1071,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1024-1087,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1040-1103,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1056-1119,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1072-1135,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1088-1151,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1104-1167,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1120-1183,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1136-1199,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1152-1215,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1168-1231,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1184-1247,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1200-1263,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1216-1279,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1232-1295,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1248-1311,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1264-1327,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1280-1343,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1296-1359,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1312-1375,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1328-1391,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1344-1407,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1360-1423,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1376-1439,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1392-1455,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1408-1471,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1424-1487,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1440-1503,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1456-1519,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1472-1535,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1488-1551,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1504-1567,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1520-1583,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1536-1599,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1552-1615,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1568-1631,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1584-1647,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1600-1663,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1616-1679,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1632-1695,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1648-1711,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1664-1727,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1680-1743,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1696-1759,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1712-1775,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1728-1791,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1744-1807,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1760-1823,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1776-1839,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1792-1855,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1808-1871,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1824-1887,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1840-1903,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1856-1919,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1872-1935,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1888-1951,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM4.mp4#f1904-1967,4,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f0-63,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f16-79,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f32-95,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f48-111,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f64-127,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f80-143,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f96-159,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f112-175,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f128-191,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f144-207,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f160-223,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f176-239,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f192-255,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f208-271,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f224-287,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f240-303,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f256-319,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f272-335,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f288-351,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f304-367,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f320-383,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f336-399,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f352-415,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f368-431,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f384-447,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f400-463,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f416-479,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f432-495,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f448-511,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f464-527,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f480-543,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f496-559,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f512-575,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f528-591,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f544-607,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f560-623,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f576-639,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f592-655,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f608-671,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f624-687,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f640-703,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f656-719,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f672-735,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f688-751,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f704-767,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f720-783,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f736-799,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f752-815,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f768-831,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f784-847,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f800-863,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f816-879,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f832-895,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f848-911,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f864-927,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f880-943,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f896-959,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f912-975,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f928-991,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f944-1007,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f960-1023,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f976-1039,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f992-1055,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1008-1071,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1024-1087,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1040-1103,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1056-1119,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1072-1135,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1088-1151,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1104-1167,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1120-1183,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM5.mp4#f1136-1199,5,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f0-63,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f16-79,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f32-95,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f48-111,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f64-127,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f80-143,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f96-159,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f112-175,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f128-191,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f144-207,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f160-223,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f176-239,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f192-255,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f208-271,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f224-287,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f240-303,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f256-319,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f272-335,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f288-351,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f304-367,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f320-383,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f336-399,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f352-415,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f368-431,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f384-447,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f400-463,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f416-479,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f432-495,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f448-511,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f464-527,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f480-543,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f496-559,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f512-575,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f528-591,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f544-607,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f560-623,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f576-639,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f592-655,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f608-671,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f624-687,6,0,0,0
data/raw/PreVFall/v4_video_csv/Pre-VFall/confusion_nph/CGFM6.mp4#f640-703,6,0,0,0
